177.148.225.122;19/Nov/2015;15:20:14;/AppsGratisUpdate.json;Mozilla/5.0 - (X11 - Ubuntu - Linux - x86_64 - rv:42.0) - Gecko/20100101 - Firefox/42.0
189.38.197.224;19/Nov/2015;23:51:56;/AppsGratisUpdate.json;Mozilla/5.0 - (Windows - NT - 10.0 - WOW64) - AppleWebKit/537.36 - (KHTML - like - Gecko) - Chrome/46.0.2490.86 - Safari/537.36
189.38.197.224;19/Nov/2015;23:51:56;/favicon.ico;Mozilla/5.0 - (Windows - NT - 10.0 - WOW64) - AppleWebKit/537.36 - (KHTML - like - Gecko) - Chrome/46.0.2490.86 - Safari/537.36
189.38.197.224;19/Nov/2015;23:52:36;/AppsGratisUpdate.json;Mozilla/5.0 - (Windows - NT - 10.0 - WOW64) - AppleWebKit/537.36 - (KHTML - like - Gecko) - Chrome/46.0.2490.86 - Safari/537.36
189.38.197.224;19/Nov/2015;23:53:34;/AppsGratisUpdate.json;Mozilla/5.0 - (Windows - NT - 10.0 - WOW64) - AppleWebKit/537.36 - (KHTML - like - Gecko) - Chrome/46.0.2490.86 - Safari/537.36
10.165.25.70;20/Nov/2015;00:03:46;/AppsGratisUpdate.json;Dalvik/1.6.0 - (Linux - U - Android - 4.4.2 - S450 - Build/KOT49H)
10.235.44.12;20/Nov/2015;00:03:49;/AppsGratisUpdate.json;Dalvik/1.4.0 - (Linux - U - Android - 2.3.5 - YPY_S350_PLUS - Build/GRJ90)
10.235.44.12;20/Nov/2015;00:04:00;/AppsGratisUpdate.json;Dalvik/1.6.0 - (Linux - U - Android - 4.4.2 - OCTA - Build/KOT49H)
10.165.25.70;20/Nov/2015;00:04:02;/AppsGratisUpdate.json;Dalvik/1.6.0 - (Linux - U - Android - 4.4.4 - Positivo - T710 - Build/KTU84Q)
10.165.25.70;20/Nov/2015;00:04:06;/AppsGratisUpdate.json;Dalvik/1.6.0 - (Linux - U - Android - 4.4.2 - T1060B - Build/KOT49H)
10.165.25.70;20/Nov/2015;00:04:07;/AppsGratisUpdate.json;Dalvik/1.6.0 - (Linux - U - Android - 4.2.2 - YPY_S450 - Build/JDQ39)
